first_name,last_name,position,position_label,team_abbreviation,age,overall_rating,dev_trait,speed,strength,awareness,throw_accuracy,throw_power,catching,route_running,tackle_rating,coverage,pass_rush,kickpower,kickaccuracy,runblocking,passblocking,annual_salary,years_remaining
Landon,Dickerson,OL,OL,PHI,26,88,Superstar,67,93,88,6,24,31,10,36,8,30,12,12,87,85,21.0,3
Chazz,Surratt,LB,LB,SF,28,64,Normal,85,75,64,58,67,58,10,74,58,84,21,20,45,45,1.4,1
Hunter,Long,TE,TE,JAX,27,64,Normal,81,72,60,10,30,79,60,53,18,54,23,19,59,57,2.5,1
Tommy,Tremble,TE,TE,CAR,25,70,Normal,86,75,67,10,26,77,65,34,18,31,18,14,62,58,5.25,1
Rashawn,Slater,OL,OL,LAC,26,93,X-Factor,75,93,88,6,10,25,8,35,10,25,11,15,84,95,28.5,3
Liam,Eichenberg,OL,OL,MIA,27,67,Normal,68,85,77,6,21,24,8,26,14,24,12,13,73,66,,
Trey,Lance,QB,QB,LAC,25,63,Normal,87,71,32,77,91,51,20,52,36,52,29,18,27,18,2.5,1
Zach,Wilson,QB,QB,MIA,26,67,Normal,83,61,60,78,93,60,25,23,14,22,57,45,18,15,1.4,1
Nikola,Kalinic,TE,TE,ATL,28,58,Normal,78,65,57,10,24,73,54,50,20,55,34,28,63,57,1.0,1
Elijah,Garcia,DL,DL,NYG,27,65,Normal,72,83,55,6,13,30,8,78,18,78,14,12,45,45,,
Jordan,Davis,DL,DL,PHI,25,78,Star,80,96,72,6,14,34,8,81,15,80,15,11,45,45,26.0,2
Quay,Walker,LB,LB,GB,25,79,Star,88,75,76,6,20,57,30,90,60,89,19,16,45,45,13.5,2
Devonte,Wyatt,DL,DL,GB,27,75,Normal,80,86,77,5,25,41,23,79,26,82,26,21,45,45,3.22,3
Sean,Rhyan,OL,OL,GB,24,73,Normal,64,84,74,16,28,35,14,43,10,38,26,22,74,79,11.0,2
Sam,Howell,QB,QB,MIN,24,65,Normal,82,64,51,79,92,61,14,29,13,28,36,37,23,15,2.5,1
Cole,Turner,TE,TE,WAS,25,64,Normal,81,68,60,10,30,79,58,29,15,32,21,19,59,56,1.07,1
Braxton,Jones,OL,OL,CHI,26,78,Normal,73,88,85,6,22,26,13,40,11,42,30,26,74,82,5.0,1
Dominique,Robinson,DL,DL,CHI,27,69,Normal,80,79,64,49,62,65,40,78,38,81,16,12,45,45,3.0,1
Kingsley,Enagbare,DL,DL,GB,25,71,Normal,77,83,70,6,20,28,10,82,36,82,19,21,45,45,9.0,1
Tyler,Badie,RB,RB,DEN,26,69,Normal,90,74,68,15,25,69,57,34,24,34,18,15,39,45,1.07,1
Grant,Calcaterra,TE,TE,PHI,26,69,Normal,85,72,73,10,25,83,64,30,14,22,18,13,57,58,2.0,1
Ja'Tyre,Carter,OL,OL,CAR,26,66,Normal,72,85,74,6,12,43,28,35,10,38,14,12,65,71,1.07,1
Chris,Paul,OL,OL,WAS,26,61,Normal,76,82,55,6,25,29,8,31,8,30,27,23,69,63,3.0,1
Dareke,Young,WR,WR,SEA,26,65,Normal,91,71,59,11,23,77,66,30,11,39,21,17,43,30,1.8,1
Jonathan,Ford,DL,DL,CHI,26,63,Normal,57,84,65,6,19,32,8,80,13,75,15,14,45,45,1.5,1
Samori,Toure,WR,WR,CHI,27,67,Normal,90,53,64,10,23,78,70,32,17,32,18,17,48,23,1.07,1
Jack,Sanborn,LB,LB,DAL,25,72,Normal,80,72,78,6,25,65,28,78,58,84,22,21,40,35,1.22,1
Jake,Tonges,TE,TE,SF,26,59,Normal,80,69,56,33,36,75,61,35,18,38,20,22,53,55,4.0,1
Tyler,Goodson,RB,RB,IND,24,68,Normal,92,57,65,20,30,67,54,24,19,30,25,21,27,36,1.15,1
Britain,Covey,WR,WR,LAR,28,65,Normal,89,41,62,48,48,77,62,22,14,24,16,15,34,22,1.16,1
Josh,Sills,OL,OL,IND,27,60,Normal,64,78,61,5,25,35,18,25,11,33,43,38,68,65,1.15,1
Vi,Jones,LB,LB,ARI,27,58,Normal,88,61,55,11,30,56,20,73,54,80,16,15,45,45,,
Irvin,Charles,WR,WR,NYJ,28,64,Normal,87,66,57,22,27,79,65,36,26,35,15,12,53,37,1.03,1
Tyrese,Robinson,OL,OL,NE,26,65,Normal,67,85,55,6,21,25,8,29,12,18,16,12,71,74,,
Josh,Ross,LB,LB,SEA,25,58,Normal,79,65,60,6,25,59,10,77,56,82,12,13,45,44,1.07,1
George,Karlaftis,DL,DL,KC,24,84,Star,80,85,89,6,20,47,8,87,20,85,18,14,45,45,22.0,3
Darian,Kinnard,OL,OL,PHI,25,64,Normal,62,86,55,6,21,23,8,32,8,28,14,12,72,67,2.75,1
Rasheed,Walker,OL,OL,GB,25,80,Star,64,87,85,6,22,30,8,43,11,40,15,14,71,85,4.0,1
Isiah,Pacheco,RB,RB,KC,26,83,Star,93,80,83,28,38,72,56,37,26,41,22,14,34,54,1.81,1
LaBryan,Ray,DL,DL,CAR,27,67,Normal,68,83,69,6,20,40,10,84,18,76,13,12,45,35,1.15,1
Mike,Caliendo,OL,OL,KC,27,64,Normal,60,82,63,6,17,42,19,25,12,27,10,11,69,68,1.35,1
Jack,Cochrane,LB,LB,KC,26,60,Normal,84,70,51,26,35,62,43,78,56,78,21,15,45,50,1.42,1
Cameron,Dicker,K,K,LAC,25,79,Normal,76,51,64,23,41,28,10,34,10,26,94,89,20,20,5.5,3
Chris,Glaser,OL,OL,CHI,25,61,Normal,65,86,64,8,20,28,11,32,10,32,11,11,67,68,1.13,1
Jaylen,Warren,RB,RB,PIT,26,80,Normal,90,74,82,21,27,71,58,34,16,28,21,20,50,56,5.95,1
Ikem,Ekwonu,OL,OL,CAR,24,80,Star,75,93,76,6,23,32,8,45,13,50,27,23,86,75,6.89,3
Travon,Walker,DL,DL,JAX,24,78,Normal,88,88,74,6,18,60,20,78,49,84,14,15,45,45,27.5,3
Aidan,Hutchinson,DL,DL,DET,25,93,X-Factor,82,87,96,8,24,64,44,88,48,90,14,12,45,45,45.0,3
Drake,London,WR,WR,ATL,24,91,Star,88,77,94,15,25,97,82,42,14,27,14,17,50,33,35.26,3
Chris,Olave,WR,WR,NO,25,86,Star,93,59,82,10,25,94,88,17,25,27,19,19,40,28,4.82,3
Jameson,Williams,WR,WR,DET,24,82,Star,98,63,80,10,31,84,79,26,18,28,18,17,42,25,26.67,2
Trevor,Penning,OL,OL,NO,26,74,Normal,76,89,61,9,23,41,24,27,10,40,17,15,84,66,3.5,1
Tyler,Smith,OL,OL,DAL,24,88,Star,72,97,85,6,24,35,10,30,11,28,20,18,87,87,24.0,3
Devin,Lloyd,LB,LB,JAX,26,85,Star,84,78,84,13,28,73,30,93,62,90,41,38,45,45,15.0,2
George,Pickens,WR,WR,DAL,24,83,Star,91,61,83,10,28,86,84,24,14,24,19,16,53,32,27.3,1
James,Cook,RB,RB,BUF,25,89,Star,92,67,90,15,27,70,63,40,29,42,19,14,42,50,11.5,3
Alex,Wright,DL,DL,CLE,25,66,Normal,79,73,68,6,15,42,31,77,26,78,15,15,45,45,11.0,2
Greg,Dulcich,TE,TE,NYG,25,69,Normal,84,67,60,10,29,81,67,32,19,33,24,22,54,53,3.25,1
Terrel,Bernard,LB,LB,BUF,26,79,Normal,86,67,84,18,21,74,10,85,64,86,17,13,45,45,10.5,3
Dylan,Parham,OL,OL,LV,26,77,Star,75,84,84,6,22,41,32,36,20,38,22,21,82,75,8.0,1
Rachaad,White,RB,RB,TB,26,79,Normal,90,71,79,15,26,76,64,30,14,28,21,18,37,58,2.0,1
David,Bell,WR,WR,CLE,24,69,Normal,86,68,76,17,25,85,70,21,16,26,23,22,41,27,,
Dameon,Pierce,RB,RB,HOU,25,78,Normal,90,84,73,15,26,67,52,41,14,43,16,12,45,57,1.29,1
Micah,McFadden,LB,LB,NYG,25,76,Normal,85,72,77,6,22,63,16,80,66,84,16,16,45,45,3.75,1
Khalil,Shakir,WR,WR,BUF,25,82,Star,90,63,87,26,39,94,80,25,14,24,19,15,42,29,13.25,3
Tyler,Allgeier,RB,RB,ATL,25,81,Star,86,80,83,15,30,67,46,40,21,44,18,13,41,65,6.12,1
Matt,Waletzko,OL,OL,DAL,25,64,Normal,71,85,68,6,21,20,12,28,10,29,15,11,67,68,1.07,1
Jerome,Ford,RB,RB,CLE,25,77,Normal,91,73,77,23,25,68,52,39,20,40,19,15,41,55,1.4,1
Otito,Ogbonnia,DL,DL,LAC,25,68,Normal,62,86,74,6,22,26,10,79,28,78,18,19,45,45,2.75,1
D'Marco,Jackson,LB,LB,NO,27,64,Normal,87,69,64,6,25,57,22,80,50,79,14,15,45,45,3.75,1
Montrell,Washington,WR,WR,NYG,26,68,Normal,91,54,56,26,37,78,70,26,24,26,19,13,40,24,,
Kyle,Philips,WR,WR,LV,26,71,Normal,87,62,69,10,29,82,72,31,25,34,19,15,52,32,,
Esezi,Otomewo,DL,DL,PIT,26,66,Normal,76,81,67,6,17,25,10,74,21,73,25,24,45,45,1.75,1
Ty,Chandler,RB,RB,MIN,27,73,Normal,93,65,76,20,28,67,58,32,14,30,22,17,46,42,1.22,1
Teagan,Quitoriano,TE,TE,ATL,25,63,Normal,74,78,57,10,25,76,59,46,11,44,24,19,61,56,1.24,1
Luke,Wattenberg,OL,OL,DEN,28,76,Normal,66,79,78,6,17,26,10,32,8,29,19,16,72,82,12.0,3
Matthew,Butler,DL,DL,MIA,26,67,Normal,72,80,71,6,23,36,24,80,16,77,17,17,45,44,1.15,1
Damone,Clark,LB,LB,DAL,25,72,Normal,90,67,67,14,24,57,28,91,66,81,16,15,45,45,1.4,1
James,Mitchell,TE,TE,CAR,26,65,Normal,84,70,65,33,42,76,62,35,19,37,25,19,57,56,1.66,1
Vederian,Lowe,OL,OL,NE,26,65,Normal,65,82,78,6,19,50,18,29,8,34,12,11,69,75,4.62,1
Malcolm,Rodriguez,LB,LB,DET,26,77,Normal,86,80,77,44,45,58,13,85,58,84,20,19,45,45,2.75,1
Jalen,Nailor,WR,WR,MIN,26,74,Normal,91,58,77,10,26,82,76,34,26,36,20,15,49,29,11.68,2
Devin,Harper,LB,LB,PIT,27,63,Normal,89,70,57,6,15,58,18,80,40,84,15,15,45,45,,
Jordan,Jackson,DL,DL,DEN,27,65,Normal,74,78,67,6,22,24,10,78,26,77,22,21,45,45,1.07,1
Jamaree,Salyer,OL,OL,LAC,25,67,Normal,63,88,75,6,14,23,10,33,10,32,13,14,69,72,1.49,1
Cade,Mays,OL,OL,CAR,26,71,Normal,64,82,78,6,20,21,10,21,10,22,11,10,77,75,8.33,2
Sam,Roberts,DL,DL,CAR,27,66,Normal,69,85,69,6,14,24,10,76,12,76,13,12,51,48,1.22,1
Austin,Deculus,OL,OL,HOU,26,62,Normal,70,84,68,6,18,19,14,27,8,28,19,16,67,64,1.2,1
Matt,Henningsen,DL,DL,DEN,26,68,Normal,73,82,69,9,23,33,13,79,15,76,18,18,48,46,1.15,1
Connor,Heyward,TE,TE,PIT,26,66,Normal,82,68,68,25,37,78,57,40,15,55,42,37,58,58,2.25,1
Luke,Tenuta,OL,OL,IND,26,61,Normal,59,81,70,6,23,34,12,49,11,49,21,13,65,68,1.42,1
John,FitzPatrick,TE,TE,GB,25,63,Normal,80,79,70,10,23,73,54,43,14,44,36,31,65,62,,
Ko,Kieft,TE,TE,TB,27,65,Normal,73,75,66,16,24,74,58,34,10,36,15,12,65,63,1.65,1
Mark,Robinson,LB,LB,PIT,26,64,Normal,83,81,60,6,14,62,28,81,52,76,12,13,45,45,,
Nick,Muse,TE,TE,PHI,26,62,Normal,82,80,64,20,30,76,54,38,23,40,21,19,60,58,,
Baylon,Spector,LB,LB,BUF,26,63,Normal,86,67,63,33,43,54,18,73,59,78,19,19,45,45,,
Chris,Oladokun,QB,QB,KC,28,55,Normal,82,60,45,71,85,41,16,28,10,25,23,23,21,12,0.92,1
Skylar,Thompson,QB,QB,PIT,28,64,Normal,77,65,59,78,88,34,14,26,12,25,23,19,20,15,1.15,1
Brock,Hoffman,OL,OL,DAL,26,66,Normal,56,81,73,6,22,21,8,32,9,34,14,10,72,73,2.5,1
Arron,Mosby,DL,DL,GB,26,63,Normal,82,76,58,12,31,54,15,75,53,79,14,13,45,35,1.15,1
Christopher,Hinton,DL,DL,LAC,24,63,Normal,63,84,52,6,14,24,12,80,10,77,13,11,45,45,,
Brandon,Johnson,WR,WR,PIT,27,65,Normal,85,60,71,11,29,82,69,32,20,32,16,15,47,37,1.15,1
Kana'i,Mauga,LB,LB,LAC,25,62,Normal,83,75,63,7,25,55,21,72,56,78,26,24,45,35,,
Michael,Niese,OL,OL,DET,27,63,Normal,71,82,64,7,16,25,16,33,12,36,15,10,69,67,1.07,1
Wesley,French,OL,OL,IND,28,61,Normal,66,87,63,6,18,39,18,52,13,57,14,11,65,63,,
Ryan,Van Demark,OL,OL,BUF,27,63,Normal,63,83,67,6,16,35,16,40,12,35,21,11,68,66,4.27,1
Jashaun,Corbin,RB,RB,ATL,25,66,Normal,87,62,63,17,28,68,58,39,22,40,17,18,31,46,,
Ben,Brown,OL,OL,NE,27,63,Normal,61,85,75,6,22,25,10,15,10,22,20,15,68,67,2.5,1
Devin,Cochran,OL,OL,CIN,27,59,Normal,69,83,64,6,16,24,12,32,10,34,18,14,65,63,1.0,1
Kendric,Pryor,WR,WR,CIN,27,63,Normal,93,52,49,27,30,76,62,27,26,32,17,15,48,25,1.07,1
Alec,Anderson,OL,OL,BUF,25,66,Normal,60,85,68,6,25,40,19,45,14,45,22,20,76,68,2.5,1
Raheem,Blackshear,RB,RB,CAR,27,67,Normal,90,55,60,20,25,68,62,24,18,30,18,16,33,39,,
Kingsley,Jonathan,DL,DL,NYJ,27,65,Normal,80,80,56,6,20,35,8,73,19,78,31,27,45,45,1.09,1
Jake,Hansen,LB,LB,HOU,27,63,Normal,81,71,65,6,24,61,15,83,48,78,14,10,45,45,2.67,1
Kurt,Hinish,DL,DL,HOU,26,67,Normal,70,88,65,6,19,37,9,77,16,75,14,11,45,45,,
Stone,Smartt,TE,TE,NYJ,26,63,Normal,85,62,63,65,78,79,60,35,14,35,16,15,45,47,1.29,1
Dylan,Cook,OL,OL,PIT,27,62,Normal,69,80,65,6,19,22,10,45,11,50,15,11,65,69,1.02,1
Sincere,McCormick,RB,RB,LV,25,71,Normal,87,75,75,24,37,70,54,34,12,34,28,23,36,52,1.0,1
Jordan,Mason,RB,RB,MIN,26,79,Normal,89,78,81,21,36,60,42,42,32,46,12,11,48,47,5.25,1
Marcelino,McCrary-Ball,LB,LB,NYJ,26,60,Normal,89,72,54,6,24,68,15,72,60,76,18,17,35,35,1.15,1
Segun,Olubi,LB,LB,IND,25,66,Normal,90,66,61,14,21,63,10,75,62,83,31,29,45,45,1.15,1
Lucas,Krull,TE,TE,DEN,27,64,Normal,84,68,67,39,65,78,58,36,14,36,15,11,56,58,1.43,1
John,Parker Romo,K,K,NE,28,69,Normal,75,38,53,20,26,18,15,26,14,21,94,74,16,17,,
Nephi,Sewell,LB,LB,NO,26,65,Normal,83,68,65,7,25,50,36,80,60,83,28,25,36,35,1.22,1
Rashid,Shaheed,WR,WR,NO,27,79,Normal,93,60,76,16,28,85,80,25,28,26,19,17,39,33,17.0,2
Ronnie,Rivers,RB,RB,LAR,26,67,Normal,88,63,63,22,30,69,58,29,18,26,20,18,39,46,1.25,1
Dennis,Houston,WR,WR,TB,26,66,Normal,89,65,64,20,35,80,67,31,19,33,15,14,51,42,0.97,1
Alec,Lindstrom,OL,OL,NE,28,61,Normal,66,82,65,6,15,25,8,31,10,25,16,14,64,72,,
Timmy,Horne,DL,DL,TEN,27,65,Normal,64,85,62,6,20,24,9,79,12,72,15,16,45,45,1.07,1
Nate,Landman,LB,LB,LAR,26,74,Normal,79,75,77,39,42,55,42,83,56,86,12,13,45,45,7.5,2
Julius,Chestnut,RB,RB,TEN,24,65,Normal,88,76,64,18,25,68,52,35,11,41,21,17,45,54,1.4,1
Jack,Gibbens,LB,LB,NE,26,71,Normal,78,68,72,7,23,58,10,85,64,82,12,14,45,40,3.75,1
Sam,Okuayinonu,DL,DL,SF,27,68,Normal,80,83,61,6,21,35,6,77,32,77,36,31,40,35,2.3,1
Andrew,Rupcich,OL,OL,TEN,26,64,Normal,62,85,70,6,21,25,8,25,10,27,12,10,67,70,1.07,1
Evan,Neal,OL,OL,NYG,24,74,Normal,76,91,66,6,26,30,10,35,11,35,18,17,80,68,1.22,1
Kenyon,Green,OL,OL,PHI,24,69,Normal,64,84,72,6,24,25,18,34,10,41,14,13,75,69,,
Nakobe,Dean,LB,LB,PHI,24,77,Normal,87,66,76,6,25,66,14,87,64,90,22,20,45,45,12.01,2
Hassan,Haskins,RB,RB,LAC,25,69,Normal,89,77,69,20,35,66,50,41,22,40,15,14,44,56,,
Zach,Thomas,OL,OL,HOU,27,63,Normal,74,81,63,6,16,22,16,34,10,34,17,13,72,64,,
Andrew,Stueber,OL,OL,CIN,26,63,Normal,60,82,71,6,19,21,8,39,10,38,15,14,71,64,1.0,1
Mike,Greene,DL,DL,TB,26,65,Normal,67,83,67,11,20,40,10,79,18,74,12,11,45,40,,
Jacob,Hummel,LB,LB,BAL,26,62,Normal,87,67,64,6,22,65,22,76,56,80,20,15,45,45,,
William,Kwenkeu,LB,LB,BAL,28,58,Normal,86,72,49,17,21,53,10,75,50,77,37,32,45,40,,
Tucker,Fisk,TE,TE,LAC,26,59,Normal,65,79,57,10,24,68,48,58,14,64,22,12,67,60,,
C.J.,Brewer,DL,DL,TB,27,62,Normal,73,80,57,7,26,49,23,73,24,78,10,9,45,40,,
Alec,Pierce,WR,WR,IND,25,79,Normal,93,67,81,12,26,87,80,29,25,30,19,16,44,35,28.5,3
Sam,Williams,DL,DL,DAL,26,76,Normal,89,79,71,6,20,42,8,82,35,81,12,14,45,45,2.5,1
Jalen,Tolbert,WR,WR,DAL,26,76,Normal,91,61,78,20,27,84,77,23,14,26,20,14,45,28,1.4,1
Brandon,Aubrey,K,K,DAL,30,87,Superstar,82,49,71,26,37,30,14,28,16,34,99,98,15,17,7.0,3
Maurice,Alexander,WR,WR,CHI,28,62,Normal,90,43,52,51,61,73,62,24,29,30,23,17,32,25,1.07,1
Garrett,Wilson,WR,WR,NYJ,25,86,Superstar,92,56,80,15,26,92,85,22,18,24,17,13,47,30,32.5,3
Jahan,Dotson,WR,WR,PHI,25,73,Normal,92,61,73,36,48,82,72,25,24,28,18,15,41,27,7.5,1
Trey,McBride,TE,TE,ARI,25,92,Superstar,87,73,95,10,33,98,80,38,18,36,22,20,60,60,19.0,3
Marquis,Hayes,OL,OL,NYJ,26,63,Normal,62,86,58,6,20,21,10,28,10,31,15,12,71,65,0.99,2
Jelani,Woods,TE,TE,IND,26,69,Normal,85,78,57,63,79,78,63,38,16,38,15,14,63,61,1.18,1
Travis,Jones,DL,DL,BAL,25,78,Normal,75,95,75,6,20,26,8,83,17,79,15,14,45,45,13.5,2
Bernhard,Raimann,OL,OL,IND,27,85,Superstar,71,91,86,10,22,46,26,33,15,28,33,31,83,88,25.0,3
DeMarvin,Leal,DL,DL,PIT,25,65,Normal,73,74,72,9,20,44,23,76,26,79,16,15,45,45,,
KaVontae,Turpin,WR,WR,DAL,29,75,Normal,97,48,73,29,41,80,69,12,24,18,15,12,33,22,4.5,2
Jeremy,Ruckert,TE,TE,NYJ,25,68,Normal,82,78,68,20,30,80,58,37,14,42,28,24,67,61,5.0,1
Joshua,Ezeudu,OL,OL,NYG,25,64,Normal,66,81,70,6,16,23,8,21,10,25,24,23,69,71,1.3,1
Troy,Andersen,LB,LB,ATL,26,71,Normal,91,68,76,47,53,67,30,81,56,82,24,21,56,53,1.22,1
Chad,Muma,LB,LB,JAX,26,70,Normal,85,76,71,12,21,66,16,82,62,83,22,18,45,45,1.17,1
Abraham,Lucas,OL,OL,SEA,26,76,Star,75,85,79,5,11,38,28,32,10,28,16,14,73,82,15.33,2
Channing,Tindall,LB,LB,MIA,25,69,Normal,91,69,64,11,29,49,20,82,55,86,19,17,45,45,1.22,1
Luke,Fortner,OL,OL,JAX,27,68,Normal,65,87,75,6,17,24,8,30,10,26,17,14,68,74,2.75,1
Cameron,Thomas,DL,DL,CLE,25,70,Normal,78,77,65,6,22,39,31,83,30,80,15,14,45,45,3.1,1
Romeo,Doubs,WR,WR,GB,25,79,Normal,92,60,83,15,24,83,80,35,25,32,22,17,38,26,17.0,3
Zach,Tom,OL,OL,GB,26,87,Star,74,81,90,6,19,26,10,28,9,26,13,14,86,88,22.0,3
Zion,Johnson,OL,OL,LAC,25,77,Normal,66,90,77,6,28,25,8,34,11,34,23,18,79,78,16.5,2
Leo,Chenal,LB,LB,KC,24,84,Star,88,82,83,18,25,52,24,86,66,88,24,21,45,45,8.25,2
Charles,Cross,OL,OL,SEA,24,83,Normal,74,84,88,6,23,20,10,25,10,29,19,14,79,87,26.1,3
Christian,Harris,LB,LB,HOU,24,71,Normal,90,69,71,6,25,69,32,77,66,85,22,24,45,45,2.75,1
Tyler,Linderbaum,OL,OL,BAL,25,88,Superstar,77,85,89,6,21,28,10,41,10,38,23,21,89,87,27.0,2
Spencer,Burford,OL,OL,SF,25,68,Normal,66,86,76,6,24,32,10,29,10,30,23,20,73,68,3.25,1
Nick,Zakelj,OL,OL,SF,26,63,Normal,68,85,70,6,17,37,26,35,10,40,17,14,63,67,1.22,1
Kalia,Davis,DL,DL,SF,26,65,Normal,70,84,62,6,20,32,10,75,24,74,10,10,45,45,2.0,1
Brock,Purdy,QB,QB,SF,25,84,Normal,78,63,83,91,86,24,11,25,11,20,22,21,19,13,53.0,4
Luke,Goedeke,OL,OL,TB,26,82,Normal,63,88,83,6,30,47,36,35,11,32,23,25,86,85,22.5,3
Isaiah,Likely,TE,TE,BAL,25,80,Normal,83,66,82,16,24,89,70,36,28,34,18,12,64,53,13.33,2
Kyren,Williams,RB,RB,LAR,25,86,Superstar,86,79,89,33,44,69,62,42,26,40,19,15,47,59,11.0,2
Daniel,Hardy,DL,DL,CHI,26,68,Normal,83,71,61,6,23,33,10,81,30,80,17,15,45,45,2.48,1
A.J.,Arcuri,OL,OL,LAR,28,61,Normal,56,87,66,6,12,22,12,27,10,30,10,12,70,63,1.06,1
Zamir,White,RB,RB,LV,25,73,Normal,91,78,75,15,31,62,42,36,12,39,21,17,39,52,,
Jake,Ferguson,TE,TE,DAL,26,81,Normal,81,69,80,20,30,91,68,37,18,38,21,19,66,63,12.5,3
Charlie,Kolar,TE,TE,BAL,26,66,Normal,83,68,65,10,29,79,62,33,14,35,15,14,57,56,8.1,2
Skyy,Moore,WR,WR,KC,25,72,Normal,89,69,68,37,55,83,73,30,28,30,20,18,47,31,2.5,1
Erik,Ezukanma,WR,WR,MIA,25,65,Normal,88,68,60,15,25,80,66,20,14,25,19,15,50,36,1.15,1
Cordell,Volson,OL,OL,CIN,27,72,Normal,63,85,78,8,25,37,31,42,18,41,40,37,78,70,3.21,1
Phidarian,Mathis,DL,DL,NYJ,27,70,Normal,63,89,70,6,22,24,12,83,18,76,15,12,45,45,1.2,1
Kenny,Pickett,QB,QB,CLE,27,67,Normal,81,68,63,81,87,45,18,29,10,22,51,40,20,16,4.0,1
Cole,Strange,OL,OL,NE,27,73,Normal,71,87,77,6,21,43,33,42,10,44,20,20,71,74,6.5,1
Tyquan,Thornton,WR,WR,KC,25,68,Normal,92,55,66,30,44,81,73,19,15,24,18,14,46,25,5.5,1
Eyioma,Uwazurike,DL,DL,DEN,27,69,Normal,62,83,73,6,19,31,18,82,14,74,25,18,45,45,1.11,3
Micheal,Clemons,DL,DL,NYJ,28,72,Normal,77,80,74,15,23,30,7,82,24,82,15,12,45,45,5.67,2
Bailey,Zappe,QB,QB,KC,26,64,Normal,76,56,65,79,85,22,12,24,12,20,38,32,19,17,1.22,1
Cam,Jurgens,OL,OL,PHI,26,76,Normal,75,83,82,6,20,47,36,26,10,34,19,15,81,74,17.0,3
Max,Mitchell,OL,OL,NYJ,25,68,Normal,62,85,75,6,24,24,10,29,10,29,22,19,73,68,2.0,1
Daniel,Bellinger,TE,TE,NYG,24,70,Normal,85,79,75,10,25,84,60,44,27,48,16,16,62,61,7.0,2
Wan'Dale,Robinson,WR,WR,NYG,24,77,Normal,91,61,74,14,27,88,76,34,27,33,21,17,43,29,17.5,3
Daniel,Faalele,OL,OL,BAL,25,73,Normal,52,90,73,12,29,34,17,44,7,40,21,15,77,74,1.4,1
Breece,Hall,RB,RB,NYJ,24,84,Star,93,76,81,16,32,69,58,29,15,28,18,15,43,57,14.5,2
Desmond,Ridder,QB,QB,CIN,26,68,Normal,88,64,61,79,90,48,16,27,11,22,19,15,18,14,,
Christian,Watson,WR,WR,GB,26,78,Star,96,65,80,15,26,85,78,27,14,26,14,17,48,30,23.0,3
Perrion,Winfrey,DL,DL,DAL,25,67,Normal,76,82,68,9,20,24,10,77,22,81,14,13,45,45,,
Logan,Hall,DL,DL,TB,25,72,Normal,76,85,73,6,28,37,16,82,24,78,15,15,45,45,6.88,1
Malik,Willis,QB,QB,GB,26,65,Normal,90,72,43,75,93,58,25,35,25,36,23,20,26,20,22.5,2
Cade,Otton,TE,TE,TB,26,77,Normal,81,77,81,20,30,88,66,39,18,44,21,19,64,62,10.0,2
Ed,Ingram,OL,OL,HOU,26,73,Normal,72,87,80,6,15,22,10,30,10,31,15,14,77,68,12.5,2
Kenneth,Walker III,RB,RB,SEA,24,88,Superstar,94,81,84,15,27,67,48,36,15,35,15,12,33,54,14.35,2
Thomas,Odukoya,TE,TE,TEN,28,62,Normal,83,72,70,15,31,77,58,38,14,34,29,25,57,56,,
Xavier,Smith,WR,WR,LAR,27,63,Normal,90,60,56,32,47,79,66,27,15,31,21,18,41,23,1.07,1
Andrew,Vorhees,OL,OL,BAL,26,70,Normal,65,97,72,5,15,30,18,29,8,30,11,10,72,70,0.99,3
Jalen,Carter,DL,DL,PHI,24,90,Superstar,82,94,89,6,21,50,33,86,25,88,51,43,55,45,5.45,3
Colby,Wooden,DL,DL,GB,24,67,Normal,79,78,72,7,14,28,12,78,28,79,11,8,45,40,1.15,3
Israel,Abanikanda,RB,RB,GB,22,69,Normal,92,67,64,15,24,61,44,43,41,39,18,13,48,49,1.13,1
Noah,Sewell,LB,LB,CHI,23,66,Normal,82,80,63,6,25,63,26,82,55,82,15,19,45,45,1.04,3
Sean,Clifford,QB,QB,GB,27,57,Normal,84,59,50,72,84,43,19,28,15,23,26,22,19,18,1.07,1
Dontayvion,Wicks,WR,WR,GB,24,75,Normal,89,60,79,40,53,82,78,29,10,26,24,20,45,23,10.25,1
Will,Mallory,TE,TE,IND,26,65,Normal,87,72,66,16,27,78,60,33,12,32,17,13,52,52,1.03,3
Eric,Gray,RB,RB,NYG,25,68,Normal,86,69,67,19,24,72,56,25,13,28,16,10,31,55,1.02,3
Evan,Hull,RB,RB,PIT,24,66,Normal,90,71,58,15,25,70,56,32,16,32,19,15,42,49,1.08,1
Karl,Brooks,DL,DL,GB,25,70,Normal,70,84,74,7,23,44,8,77,26,78,10,9,45,45,1.01,3
Zaire,Barnes,LB,LB,NYJ,26,65,Normal,88,67,59,21,28,60,30,78,66,80,18,11,45,45,1.15,1
Tanner,McKee,QB,QB,PHI,25,61,Normal,77,61,65,75,86,20,11,20,8,16,15,11,15,15,1.01,3
Titus,Leo,DL,DL,TEN,26,65,Normal,83,69,59,6,24,55,12,69,30,78,55,51,45,45,,
Travis,Bell,DL,DL,MIN,26,65,Normal,72,86,61,6,20,30,10,78,17,76,12,10,45,40,,
Zack,Kuntz,TE,TE,NYJ,26,62,Normal,85,70,56,10,24,78,53,49,18,50,18,20,60,53,,
